oare_id,transliteration,translation
08f81f6d-d352-437c-bc65-c47d964f597d,a-na en-nam-a-šur qí-bi-ma um-ma ša-ta-na-ma 30 ma-na URUDU SIG5 ku-nu-ki-a a-lu-ú-a na-áš-a-ku-um a-ma-kam ma-lá ta-le-e-ú a-na KÙ.BABBAR ta-e-er-ma,To Ennam-Aššur from Šāt-Anna: Aluwa brings you 30 minas of good copper under my seal. Convert it to silver there as best you can.
091abe17-bf55-4912-b402-15442365622a,a-na a-lá-hi-im ú zu-ku-a qí-bi-ma um-ma PUZUR4-a-šur-ma 13 ma-na AN.NA en-nam-a-šur a-mì-ša-am ub-lam a-hu-a a-tù-nu šu-ma AN.NA i-dí-na-ku-nu-ti AN.NA ku-un-kà-ma šé-bi-lá-nim šu-ma KÙ.BABBAR qá-dí AN.NA i-dí-na-ku-nu-ti ší-ma-am ša ba-lá-ṭí-a ša-ma-ma iš-tí a-li-ki pá-ni-ú-tí-ma šé-bi-lá-nim šu-ma dam-qá-a a-na a-lim{ki} ha-ra-šu 1 ma-na KÙ.BABBAR dí-na-šu-ma ki-ma a-na-ku AN.NA a-ma-kam ú-šé-li-a-ku-ni šu-ut AN.NA šál-ma-am lu-šé-li-am,"To Ali-ahum and Zukuwa from Puzur-Aššur: Ennam-Aššur brought 13 minas of tin there. My dear brothers, if he has given you the tin, then seal the tin and send it here. If he has given you silver together with the tin, then make a profitable purchase for me and send it here with the very first travellers. If Damqaya is on his way to the City, then give him a mina of silver, and just as I brought up tin for him, he too should bring up tin without deductions for me."
092043d6-49a6-40cd-b867-5771e4babd95,ra-bi-ṣú-um ša É šál-ma-a-šùr a-ba-ba iṣ-ba-at-ni-a-tí-ma a-na en-um-a-šùr ù a-lá-hi-im ù-ṭá-hi-ni-a-tí-ma i-na ṭup-pí-im ša a-lim{ki} mì-ma šál-ma-a-šùr e-zi-bu ù-pá-ha-ar-ma a-na a-lim{ki} ù-ba-al lu ba-áb-tám a-bu-ku-nu e-zi-ib lu mì-ma e-zi-bu ba-a-nim kà-li-ma-ni-ma i-ša-ha-tí-ku-nu lá-zi-iz-ma lu-šé-ru-ku-nu-tí-ma ù a-na a-lim{ki} lu ni-lik tí-ma-li-ma áš-al-ku-nu-ma um-ma a-na-ku-ma KÙ.BABBAR ma-lá i li-bi-ku-nu a-bu-ku-nu i-dí-ú šu-uq-lá-ma ù a-na a-lim{ki} lu ni-lik um-ma a-lá-hu-um-ma a-hu-kà-ma ba-a-am ma-lá a-bi KÙ.BABBAR i-na ṭup-pí-im il5-pu-tù-ni lá-áš-qúl-ma ù a-na a-lim{ki} lu ni-lik a-ta ki-ma KÙ.BABBAR ša-qá-li-im da-na-tim ta-ta-na-pá-lá-ni ù KÙ.BABBAR ša-qá-lam lá ta-mu-a lá tù-na-ha-ni ù a-šar ba-áb-tum ša a-bi-kà i-ba-ší-ú kà-li-ma-ni i-ša-ha-tí-ku-nu lá-zi-iz-ma KÙ.BABBAR lu nu-ša-áš-qí-il5-ma a-na a-lim{ki} lu ni-lik a-hu-kà a-lá-hu-um KÙ.BABBAR ma-lá a-bu-šu i ṭup-pí-im il5-pu-tù-šu KÙ.BABBAR ù-kà-lam a-ta KÙ.BABBAR ma-lá a-bu-kà i-na ṭup-pì-im il5-pu-tù-kà ša-qá-lam lá ta-mu-a ù tù-na-ha-ni al-kam ba-a-am ma-lá a-bu-kà i-na ṭup-pì-im il5-pu-tù-kà a ma-lá dí-in a-lim{ki} KÙ.BABBAR šu-qúl a-na a-lim{ki} lu ni-lik lá tù-na-ha-ni ra-bi-ṣa-am a-ba-ba en-um-a-šùr e-pu-ul us-kà-i-in a ṭup-pì-im ša a-lim{ki} ú ra-bi-ṣí-im ša be-li-a tí-ma-li-ma ta-áš-a-lá-ni-ma a-pu-ul-kà um-ma a-na-ku-ma i-na mu-a-at a-bi-ni i-na dur4-hu-mì-it a-na-ku lá-šu-a-ku a-lá-hu-um a-hi i-na ri-iš a-bi-ni i-zi-iz us-ta-ki-lu-ni-ma a-bi ma-da-tim lu il5-pu-ta-ni mì-ma ša ṭup-pì-im a-nim a-na a-bi-a lá ha-bu-lá-ku ba-a-am a-na dur4-hi-mì-it a-šar bu-lá-tù <gap> ša a-bi4-ni i-ba-ší-ú-ni lu ni-lik-ma bu-lá-tí lu ni-il5-qé-a-ma a ma-lá dí-in a-lim{ki} iš-tí-kà a-na a-lim{ki} lu ni-lik-ma li-ma-am lu nu-ṭá-ib-ma a-na ší-ma-tim ša a-bi-ni ša a-lim{ki} iš-tí a-hi-a ù a-ha-tí-a lá-tù-wa šu-ma um-ma a-ta-ma a dur4-hi-mì-it lá a-lá-ak qí-bi-a-am-ma ba-a-am u4-ma-ma a-na a-lim{ki} lu nu-ṣí i-na dí-tim lá tù-ša-a-lá-ni a-na a-lá-ki-im qá-at-kà lá am-ha-aṣ a-lá-hu-um ra-bi-ṣa-am a-ba-ba e-pu-ul um-ma a-lá-hu-um-ma us-kà-i-in a ṭup-pì-im ša a-lim{ki} ù ra-bi-ṣí-im ša be-li-a tí-ma-li-ma ta-áš-a-lá-ni-ni a-pu-ul-kà um-ma a-na-ku-ma al-kam ba-a-am ma-lá a-bi KÙ.BABBAR i-na ṭup-pì-im il5-pu-tù-ni lá-áš-qúl-ma ù a-na a-lim{ki} lu ni-lik al-kam u4-ma-am KÙ.BABBAR lá-áš-qúl-ma ú ba-a-ba-tim ša a-bi-ni lu-kà-li-im-ma i-na ša-ha-tí-a i-zi-iz-ma KÙ.BABBAR lu nu-ša-áš-qí-il5-ma a ma-lá ṭup-pì-im ša a-lim{ki} a-na a-lim lu ni-lik,"The attorney of Šalim-Aššurs firm Ababa seized us and made us approach Ennam-Aššur and Ali-ahum and said: According to the tablet of the City I shall collect all that Šalim-Aššur left behind and bring it to the City. Come, show me the oustanding claims your father left and anything he left behind, then I shall assist you so they release it to you, and we can go to the City. Yesterday I questioned you, saying: Pay whatever silver your father set down as owed by you and then let us go to the City! Your brother Ali-ahum answered: Come, let me pay what silver my father wrote in the tablet, and then let us go to the City. But you keep giving me harsh answers instead of paying the silver, and you refuse to pay the silver. Do not obstruct me, but show me where your fathers outstanding claims are! Let me assist you and let us have the silver paid and let us go to the City. Your brother Ali-ahum shows me the silver his father wrote in the tablet, but you refuse to pay the silver your father wrote concerning you in the tablet, so you obstruct me. Come along now! Pay what your father wrote concerning you in the tablet in accordance with the tablet of the City! Let us go to the City. Do not obstruct me! Ennam-Aššur answered the attorney Ababa: I submit to the tablet of the City and the attorney of my lord. Yesterday you questioned me and I answered you, saying: At my fathers death in Durhumit I was not present. My brother Ali-ahum assisted my father. They appropriated things illegally and my father wrote many things concerning me. I do not owe anything to my father of what is in this tablet. Come, let us go to Durhumit where my fathers assets are, let us take the assets and let us go to the City together with you in accordance with the tablet of the City, let us satisfy the eponym and let me discuss the testament of our father in the City with my brother and sister. If you say: I shall not go to Durhumit! then state that to me, and then come on and let us leave for the City even today. Do not question me in court. I have not rejected you with respect to going! Ali-ahum answered the attorney Ababa, saying: I submit to the tablet of the City and the attorney of my lord. Yesterday you questioned me and I answered you, saying: Come along! Let me pay what my father wrote of silver in the tablet, and then let us go to the City. Come, let me pay the silver today, and then let me show you our fathers outstanding claims, so assist me and let us have the silver paid and go to the City in accordance with the tablet of the City."
093e14c7-c6f0-4ab1-a493-f6ed864ed0fa,um-ma a-šur-iš-tí-kál-ma a-na a-lá-hi-im qí-bi4-ma i-na 9 GÚ 17 ma-na URUDU ša É kà-ri-im lá-áp-ta-tí-ni 4.5 GÚ URUDU lá-mu-num hu-ma ta-aṣ-hi-ra 2.5 GÚ 7 ma-na URUDU lá-mu-num a-ni-na il5-qé 2 GÚ 10 ma-na URUDU lá-mu-num a-mur-IŠTAR il5-qé ŠU.NÍGIN URUDU-i-kà 9 GÚ 17 ma-na URUDU lá-mu-num ša É kà-ri-im lá-ap-ta-tí-ni,From Aššuriš-tikal to Ali-ahum: Of the 9 talents 17 minas of copper for which you were booked in the office of the colony: you deducted 4.5 talents of bad copper for huma; Annina recieved 2.5 talents 7 minas of bad copper; Amur-Ištar recieved 2 talents 10 minas of bad copper - total of your copper: 9 talents 17 minas of bad copper for which you were booked in the office of the colony.
095287be-f971-4a75-99fc-6c0a414a6c57,um-ma šu-ku-tum-ma a-na ta-na-wi-iš-tí ú i-iš-ta-ku-ša-ar a-na-kam en-na-ma-a-šùr pu-uz-ra-am i-na pá-ni-a iṣ-ba-at a-na i-iš-ta-ku-ša-ar qí-bi-ma 5 pí-ri-kà-ni ša a ta-ad-mì-iq-tim ta-dí-ni-šu-ni ṣa-áb-tí-šu-ma KÙ.BABBAR ša-áš-qí-li-šu šu-ma i-na-ki-ir-ki ší-bi a-na-ku i-šu-šu-um šu-ma lá i-da-na-ku-nu-tí sí-ku-šu kà-i-lá É-šu ša a-ki-ma-tum i-dí-nu-šu-ni a-ma-kam šu-ma KÙ.BABBAR i-na KÙ.BABBAR-pí-a il5-qé ú šu-a-tí-ma ša-dí-na-šu a-ma-kam šu-ma i-iš-hi-li TÚG.HI.A e-ri-iš-ku-nu mì-ma TÚG.HI.A lá ta-da-na-šu-um ha-ra-ni a-ta-be-a-ma a-ta-lá-kam,"From Šukkutum to Tanawišti and Ištakušar: Ennam-Aššur has fled from me here. To Ištakušar: Seize him concerning the 5 that you gave him as an interest-free loan and make him pay the silver. If he contests you, then I have witnesses for him. If he does not give it to you then detain him. As to his house that Akimātum sold to him, if he has received the silver from out of my silver there, then make him pay as well. If Išhili asks you for textiles there do not give him any textiles. I shall set out on my journey and come."
095aba0d-c812-48a0-bccf-a60f64593b0f,ra-bi-ṣa-am ša a-na ṣé-er i-tur4-DINGIR ta-ha-za-ni i-na ṭup-pì-im ša a-lim{ki} šu-a-tí-ma šu-um-šu wa-dí šu-ma ra-bi-ṣú-um i-ta-ṣa-am ṭup-pé-e a-na ba-tí-qí-im DUMU um-me-a-ni ke-nim a-na-kam KÙ.BABBAR 1 GÍN <gap> lá-dí-in lu-ṭá-ib-ma šu-ma a-na KÙ.BABBAR a-na DAM.GÀR-ru-tim a-lá-kà-ma iš-tí DAM.GÀR a-bi4-a a-na a-lim-ki al-kà-ma ṭup-pá-am ša me-eh-ra-tim <gap>-ni le-qé-a-ma <gap> ṭup-pá-am ša a-lim{ki} <gap> lá ku a-ni <gap>,"The attorney whom you will contract against Itūr-ilī - indicate his name in the tablet from the City. If the attorney has already left, give the tablets to an express transport, a reliable affiliated trader. Here I am ready to pay every shekel of silver and satisfy him, even if I must turn to merchants regarding the silver to borrow it, so do go to the City together with the merchant of my father and get hold of a tablet concerning the corresponding amount and <gap> a tablet from the City <gap> "
0960dbf7-bab1-4613-bb18-f81927fa3313,<gap> ú-šé-bi-lá-ni a-na ma-la na-áš-pé-er-tim ša <gap> 80 ku-ta-nu ba-at-qú-ú, <gap> he sent to me. In accordance with the missive of <gap> 80 kutānu-textiles have been dropped.
098ec47b-09c0-49ad-9ba3-d8500ec2cae5,na-áš-pè-er-tum ša a-šùr-ták-lá-ku DUMU ha-na-na a-na na-ki-le-a-ad na-áš-pè-er-tum ša na-ki-le-a-ad a-na a-šur-ták-lá-ku DUMU ha-na-na ṭup-pu-um ša DAM.GÀR ša i-na hu-ra-ma ha-ar-mu-ni ù ṭup-pu-ú ša a-na-ah-DINGIR,"A letter of Assur-taklaku, son of Hananna, to Nakilead; a letter of Nakilead to Assur-taklaku, son of Hanana; a tablet of the / a tamkarum, that has been valudated in Hurama; and tablets of Anah-ili."
099eb63c-4a3c-4bca-baf4-705a46083a49,1.5 ma-na KÙ.BABBAR iš-ra-tim pu-šu-ki-in DUMU bu-za-zu i-na ku-bu-ur-na-at nu-ša-dí-in-ma ŠÀ.BA 1 ma-na KÙ.BABBAR šu-sú-in DUMU áb-lá-ma-sí ú a-šùr-i-dí DUMU a-da-da ku-nu-ki ša wa-bar-tim ú ku-nu-ki-a a-na kà-ri-im i-ni-iš-ú 0.5 ma-na KÙ.BABBAR i-na tù-ùh-pí-a a-šùr-ma-lik DUMU ku-ra-ra e-pu-ul a-na kà-ri-im i-ša-qal 15 GÍN KÙ.BABBAR DUMU a-lu-lá-a i-na ha-na-ak-na-ak nu-ša-dí-ma ku-nu-ki-ni li-ba-a ù ku-bi-a i-ni-iš-ú 0.3333 ma-na KÙ.BABBAR ša-du-a-tám ni-mar-sú-in DUMU da-dí-a i-na du-ur-hu-mì-it nu-ša-dí 1.5 GÍN KÙ.AN iš-ra-tim šu-ma-bi4-a DUMU a-šùr-e-li-tí nu-ša-dí-ma ku-nu-ke-e ša kà-ri-im du-ur-hu-mì-it i-na ší-na-hu-tim IGI wa-bar-tim a-na šu-a-nim DUMU me-na-nim ù ma-num-ki-{d}IŠKUR áp-qí-id-ma a-na kà-ri-im i-ni-iš-ú 10 GÍN KÙ.BABBAR ša-du-a-tám bu-ṣí-a ša ku-bu-ur-na-at i-na tù-ùh-pí-a nu-ša-dí-ma ku-nu-ki-ni {d}EN.LÍL-ba-ni DUB.SAR a-na kà-ri-im i-ni-ší-i 0.5 ma-na KÙ.BABBAR ša-du-a-tám ṣú-ha-re-e ša ma-num-ba-lúm-a-šùr DUMU ku-ku-a nu-ša-dí <gap> KÙ.BABBAR ša-du-a-tám <gap>-a-šùr <gap>-i-na <gap> ku-nu-ki-ni <gap> a-na kà-ri-im <gap> i-na tí-iš mur-na <gap>-ba-ni <gap> DUMU a-ni-na <gap> ša DUMU ha-na-na <gap> 4 GÍN KÙ.BABBAR ma-as-hu-ru-tum <gap> ni iš-tí a-šùr-ba-ni ù ṣé-er-ṣé-ri-im al-qé-ma i-na du-ur-hu-mì-it a-na IŠTAR-pì-lá-ah ta-ar-gu-me-a-nim a-na 16 GÍN KÙ.BABBAR ni-dí-šu-nu-ma ku-nu-ki ša kà-ri-im na-áš-a-ku 3 GÍN KÙ.BABBAR DUMU a-šùr-ták-lá-ku DUMU a-lá-hi-im nu-ša-dí-ma i-nu-mì ha-tù-ša-i-um ru-ba-um a-na wa-aš-ha-ni-a ù ba-ni-ha-ar-sí-im na <gap> li-ú ku-ta-nam a-na <gap> a-ší-im TÚG <gap> {d}IŠKUR-ba-ni <gap> i-na ha-tù-uš-<gap>,"1.5 mina of silver, the tithe, we collected from Pusu-ken, son of Buzazu, in Kuburnat, and 1 mina of silver thereof Su-Suen, son of Abi-lamassi, and Assur-idi, son of Adada, are bringing to the karum under the seal of the wabartum and my seal. For 0.5 mina of silver Assur-malik, Kuraras son, gave his promise in Tuhpiya, he will pay to the karum. 15 shekels of silver we collected from Alulayas son in Hanaknak and under our seals Libaya and Kubiya are bringing it. 0.3333 mana of silver, sadduutu-tax, we levied from Nimar-Suen, son of Dadiya, in Durhumit. 1.5 shekels of meteoric iron, the tithe, we levied from Sumi-abia, son of Assur-elliti, and under the seals of karum Durhumit I entrusted it in Sinahuttum before the wabartum to Su-Anum, son of Menanum, and Mannum-ki-Adad, who are bringing it to the karum. 10 shekels of silver, sadduutu-tax, we levied from Busia of Kuburnat in Tuhpiya and under our seals Enlil-bani, the scribe, is bringing it to the karum. Half a mina of silver, sadduutu-tax, we levied from the servants of Mannum-balum-Assur, son of Kukua. <gap> silver, sadduutu-tax, we levied from <gap> -Assur, son of <gap> and in <gap> we entrusted it to <gap> and under our seals he is bringing it to the karum. <gap> silver <gap> in Tismurna we levied from <gap> -bani, and to <gap> , the son of Anina we entrusted it <gap> of the son of Hanana <gap> 4 shekels of silver, <gap> I took from Assur-bani and Serserum and in Durhumit I sold them to Istar-pilah, the interpretor, for 16 shekels of silver which I am carrying with me under the seals of the karum. 3 shekels of silver we levied from Assur-taklaku, son of Alahum and when the ruler of Hattus went up to Washaniya and to Baniharsum <gap> a kutanu-textile for <gap> as payment for the textile <gap> Adad-bani <gap> in Hattus."
09db3713-52b2-493d-8893-1e2347c24554,ku-a-tí li-li-kam a-wa-sú lá-ag-mu-ur i qá-tí-im i-ri-tim lá a-lá-kam, <gap> let him come to you. I shall conclude his case. I shall not arrive empty-handed.
09e86185-d7b1-422e-92f8-e86a0438f4cc,<gap> ma-na <gap> ša iš-tù ha-muš-tim ša a-šùr-ma-lik DUMU a-lá-hi-im li-mì-im i-na-a ša i-ṣé-er en-um-a-šur DUMU ša-lim-a-šùr dan-a-šùr DUMU ša-lim-a-hi-im i-šu-ú KÙ.BABBAR ú ṣí-ba-sú en-um-a-šùr a-hu-šu ki-ma dan-a-šur ša-bu-ú ṭup-pu-um ha-ar-mu-um ša hu-bu-ul en-um-a-šur DUMU ša-lim-a-šùr ša e-li-a-ni sà-ar IGI ku-ku-wa DUMU bu-da-tim IGI a-šur-{d}UTU-ši DUMU <gap> IGI PUZUR4-a-šur <gap> dan <gap>," <gap> minas of <gap> which Ennam-Aššur son of Šalim-Aššur owed to Dan-Aššur son of Šalim-ahum from the week of Aššur-malik son of Ali-ahum, eponymy Innaya, that silver and the accrued interest his brother Ennam-Aššur has been paid in full on behalf of Dan-Aššur. A certified tablet concerning the debt of Ennam-Aššur son of Šalim-Aššur that may appear will be invalid. Witnessed by Kukuwa son of Budātum, by Ašsur-šamšī son of <gap> , Puzur-Aššur <gap> "
0a086ecd-dfc9-4828-89c8-ea0b55b23ce5,<gap> 12.5 ma-na <gap> 3 ma-na KÙ.BABBAR <gap> nu-ra-dí-ma 11 <gap> ù ni-is-ha-tum <gap> a-na um-me-a-ni <gap> ku-a-tí i-<gap> 15.3333 <gap>, <gap> 12.5 minas <gap> 3 minas of silver <gap> we added. 11 <gap> plus the import duty <gap> to the investors <gap> for you <gap> 15.3333 <gap> 
0a32b868-ba90-4daf-aa2c-f508bf6da885,a-na a-mu-ru-ba-ni ù šál-ma-a-šùr qí-bi4-ma um-ma šu-ku-bu-ma 5 ANŠE im ṣa-lá-mu i-qá-ar-bi4-im 2 ša up-qí-im a-ra-de8-a-ku-nu-tí ša DAM.GÀR-ri-im a-pu-tum AN.NA qá-tim ma-sú-ùh ša i-dí-na a-pu-tum šu-uq-lu-um lá i-pá-ṭá-ar a-pu-tum KÙ.BABBAR a-na pá-ni-e-a šé-bi4-lá šu-uq-lu-um lá i-pá-ṭá-ar,"To Amurrum-bāni and Šalim-Aššur from Šu-Kūbum: I am leading 5 black donkeys, thereof 2 with -loads, to you. They belong to the merchant. Urgent, the expense tin is inferior - what he gave me. Urgent, the packet is not to be opened, urgent, send silver to me. The packet must not be opened. "
0a563c7c-797f-4ca6-b937-cd2be4d3465a,12 TÚG ra-qá-tim ù 0.5 ma-na 3 GÍN hu-sà-ra-am ša ni-ri-be a-ṣé-er ku-zi-zi-a šé-ep-IŠTAR ù ša-lim-wa-ar-dí a-na wa-ah-šu-ša-na ub-lu-ú 5 ma-na URUDU ší-kam a qá-tí-šu-nu a-dí-in IGI šu-bé-lim DUMU ku-zi-zi-a IGI ki-zi-e DUMU lá-qé-ep,Šēp-Ištar and Šalim-wardī brought 12 thin textiles and 0.5 mina 3 shekels of lapis lazuli of nēreb / pu to Kuziziya in Wahšušana.
0a737259-8186-4ace-a2bf-1dd76c27563e,<gap> 5 ma-na hu-sà-ru-um <gap> 1 GÚ URUDU SIG5 <gap> ANŠE ṣa-lá-mu ú ú-nu-sú 20 ma-na ší-ku-um me-at 10 sí-pá-ra-tum a-na ṣé-ri-šu ší-na <gap> mì-ma a-ni-<gap> ma ba-<gap> a <gap>," <gap> 5 minas of lapis lazuli, <gap> 1 talent of good copper, <gap> black donkeys and their harness, 20 minas of šikku-copper, 110 bronze pins - to him <gap> "
0abc65bd-3bac-4add-8026-8b65f1d50e5a,um-ma da-<gap>-ú-ma a-na a-lá-hi-im qí-bi-ma a-dí KÙ.BABBAR <gap> ú kam-ma-li-a il5-pu-ta-ku-ni KÙ.BABBAR ra-dí-ú <gap>-bu-tù-ma e-mu-qá-tám i-na ṣa-lá-tim KÙ.BABBAR ni-iṣ-ba-at-ma ku-nu-ku ša a-mu-ur-ša-ra-sà 1 ma-na KÙ.BABBAR iš-tù ma-at ta-hu-ru-a ú-šé-ri-a-ma i qá-tí e-kà-li-e ni-iṣ-ba-sú-ma KÙ.BABBAR lá ú-šu-ru-ni-a-tí-ma a-na 2 ma-na KÙ.BABBAR ú-ra-ki-sú-ni-a-tí a-dí ṭup-pá-áš-nu ta-du-nu šu-ma iš-tí PUZUR4-ma-lá-sú ṭup-pá-áš-nu lá ta-dí-in 2 ma-na KÙ.BABBAR <gap>-nu a-na e-kà-li-e ni-ša-qal a-pu-tum ṭup-pá-áš-nu dí-in e-lá-an 1 ma-na KÙ.BABBAR mì-ma ú-lá ni-iṣ-ba-at ki-ma ṭup-pá-am ta-dí-nu é-kà-li ra-ki-is a-na ta-ar-ki-is-tim lá i-šé-e-ú-ni-a-tí PUZUR4-ma-lá-sú a-šu-mì ki-a-am ni-iš-pu-ra-ku-um 1 GÍN KÙ.BABBAR a qá-tí-šu ni-dí-in i-na na-áš-pè-er-tí-kà lá za-ku-a-ni <gap> tim KÙ.BABBAR ú-ša-áš-qí-lá-ku-mì-in,"From Da <gap> and <gap> to Ali-ahum: Concerning the silver that <gap> and Kammaliya have booked? you for, guides have <gap> the silver, and we seized the silver by force in a quarrel, and under the seal of Amur-šarrassa I brought 1 mina of silver from the land of Tahuruwa; we then seized him on the authority of the men of the palace, but they did not release the silver to us, but they bound us over for 2 minas of silver, until you give him their tablet. If you have not given their tablet together with Puzur-malasu, we shall have to pay 2 minas of silver <gap> to the men of the palace. Urgent, give them their tablet. We have not seized anything other than 1 mina of silver. When you have given the tablet, bind over the palace. They should not sue us over the contract. For this reason we have sent you Puzur-malasu. We have given 1 shekel of silver to him. Had we not been cleared in your missive, <gap> would I have made him pay you the silver? "
0ac28a97-2e12-418e-89e7-87b30b6724f9,a-na ku-li-a qí-bi4-ma um-ma a-ba-ba-a-ma šál-ma-ni ṣú-hu-ur-kà ša-lim ni-šu-kà šál-mu ki-ma ku-a-tí i-<gap> a-bi4-kà a-<gap> a-wa-tí-kà <gap> i-ṣé-ri-a <gap> ma-num <gap> li-dí-nam <gap> ša ta-<gap> té-tap-ša-ni <gap> na <gap> lá i-<gap> e tù-kà-<gap> iš-tù na-áš-pè-er-ta-kà lá ta-lá-kà-ni mì-nam ša ta-áš-ta-na-pá-ra-ni um-ma a-ta-ma ṣú-ba-tí ha-am-ša-at šé-bi4-li-im mì-nam ṣú-ha-ar-kà li-ku-ul mì-nam a-ṣí-tí-kà lá-áš-qú-ul šu-ma a-na a-bi4-kà lá uš-té-ri-id um-ma šu-ut-ma ú-ha-lá-qú-nu GA ša-ni-a-tù i pì-šu ša-ak-na me-er-a-at-kà iš-tí-a ta-al-ta-<gap> um wa-áš-ba-at <gap> ša É a-bi4-ni tim <gap> áb e ta-hi-ri-<gap> ta-áp-hi-ra-am a-dí-in-ma GU4 aṭ-bu-ùh ší-ru-um ša i-ri-u ša-áp-lá-nu-um i-tab-ku 4 GÚ URUDU ag-mur <gap>-KAM ṣú-ùh-ur-kà lá i-mu-ut,"To Kuliya, thus says Ababaya: We are well, your youngsters are well and your people are well. Like / Instead of you <gap> of your father <gap> your words <gap> on me ? <gap> Who could give me <gap> By what you <gap> you have treated me <gap> do not <gap> since no letter of yours arrives here. What is the purpose of constantly writing me as follows: Send me five textiles! What should your youngsters eat, what should I use to pay for your expenditures if I had not for your father. He said: He is destroying you <gap> he has evil intentions! Your daughter is / keeps <gap> with me she lives <gap> of our paternal house <gap> I have sold the savings and slaughtered the ox. The meat which remained they have below. I have spent 4 talents of copper <gap> your youngsters have not died!"
0afc88d2-258e-4d6a-8c02-25b605573093,17 ma-na KÙ.BABBAR ṣa-ru-pá-am ù 7.5 GÍN KÙ.GI pá-ša-lam a-šùr-i-mì-tí DUMU e-ta-a i-na ší-im SÍG.HI.A ša ú-ší-na-lam il5-qé IGI e-nu-um-we-er DUMU šu-da-a IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUMU i-dí-a-bi-im IGI DUMU a-bu-bu ta-ar-dí-im,"Aššur-imittī son of Etaya has received 17 minas of refined silver and 7.5 shekels of -gold from the proceeds of Ušinalams wool. Witnessed by Ennam-Wēr son of Šudaya, by Il-ašrannī son of Sukalliya, by Enna-Suen son of Iddin-abum, by Abūbus younger son. "
0b26936d-5f34-4d9e-815f-2a57bae7eb64,KIŠIB ša ki-ma ku-a-tí a-na en-um-a-šur um-ma a-šur-ma-sú-i-ma áš-ku-ma a-lá-ni-<gap> lá tù-šé-ba-lá-am <gap> a šé-bi4-lam ha-ra-<gap>,Sealed by your representatives; to Ennam-Aššur. From Aššur-massuʾī: <gap> I set <gap> and you do not send <gap> send <gap> 
0b84671a-8753-49d9-859d-b42c3d8944ae,2 né-pí-šu 15 ma-na.TA ú iš-tí-in né-pí-šu-um 10 ma-na ni-is-ha-sú DIRI ša-du-a-sú ša-bu-ú ŠU.NÍGIN 42.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki-a a-na a-lu-wa ù e-ni-ša-ri-im áp-qí-id-ma a-na a-lim{ki} a ma-lá tí-ir-tí-šu a-ṣé-er ša-lim-a-šùr ú-šé-bi-il5-šu-nu a-ha-ma 13.3333 ma-na URUDU SIG5 a-na ga-am-ri-šu-nu ù 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-in IGI ili5-ba-ni DUMU ba-ší-lam IGI a-hu-qar DUMU zu-ur-zu-ur IGI tù-ra-am-ì-lí DUMU e-dí-na-a-šùr a-ha-ma 10.3333 ma-na 3.5 GÍN KÙ.BABBAR ṣa-ru-pá-am <gap> tum ni <gap> 0.5 GÍN ṣí-ba-tim ša i-na ṣé-ri-a il5-qé-ú-ni a-na hu-bu-li-šu a-na kà-ri-im wa-ah-šu-ša-na áš-qúl ṣí-ba-at KÙ.GI ša ší-ip-kà-at a-šur-bé-el-a-wa-tim i-ší-tù,"2 packages of 15 minas each plus a single package of 10 minas, its import duty added, its transport tariff paid - in all 42 ⅓ minas of refined silver under my seal, I entrusted to Aluwa and Enišārum, and I sent them to the City to Šalim-Aššur in accordance with his orders. Furthermore, I paid 13 ⅓ minas of good copper for their expenses and 5 shekels of silver for their food. Witnessed by Ilī-bāni son of Baši-ilum, by Ahu-qar son of Zurzur, by Tūram-ilī son of Eddin-Aššur. Furthermore, 10 ⅓ minas 3 ½ shekels of refined silver <gap> ½ shekel interest that they took on my account, I paid for his debt to the Wahšušana colony. The interest on the gold that remained of Aššur-bēl-awātims investment."
0b94fbc1-0422-4849-9bca-53197403585b,i-na 48 ku-ta-ni 2 {TÚG}ku-ta-ni i-na ku-sí-i-šu ni-iš-qú-ul,Of the 48 kutānus we paid 2 kutānu-textiles in his chair
0bb1990b-2a0c-478a-af97-bda76e517257,5 GÍN KÙ.BABBAR a-na ni-qí-šu a-na en-na-sú-in ni-a-im ù i-sá-a 3 GÍN a-na i-ku-pí-a 1 GÍN KÙ.BABBAR a me-er-i-šu a-ha-ma 18 GÍN KÙ.BABBAR ší-im 2 TÚG.HI.A i-na li-bi me-er-e-šu 50 ma-na URUDU KI ha-ar-lu-ú 10 GÍN KÙ.BABBAR ší-im 2 na-ru-uq ù 2 DUG GIG iš-tí ša-ša-al-kà a-ša-at ša-ar-pá a-ha-ma 4 GÍN KÙ.BABBAR ší-im 1 na-ru-uq GIG iš-tí DAM en-um-a-šùr a-na mì-ma a-nim DAM ša-ar-pá qá-ta-tum KÙ.BABBAR a-na ha-ar-pé i-ša-qá-lá,"5 shekels of silver for his sacrifice for our own Enna-Suen and Isaya; 3 shekels for Ikūn-pīya; 1 shekel of silver for his son; further, 18 shekels of silver, the proceeds from 2 textiles, is owed by his son;"
